pokedex,og_name,name,characteristics_id,stats_id,picture_url
218,Slugma,Slugma,278,278,https://assets.pokemon.com/assets/cms2/img/pokedex/full/218.png
219,Magcargo,Magcargo,279,279,https://assets.pokemon.com/assets/cms2/img/pokedex/full/219.png
220,Swinub,Swinub,280,280,https://assets.pokemon.com/assets/cms2/img/pokedex/full/220.png
221,Piloswine,Piloswine,281,281,https://assets.pokemon.com/assets/cms2/img/pokedex/full/221.png
222,Corsola,Corsola,282,282,https://assets.pokemon.com/assets/cms2/img/pokedex/full/222.png
222,Corsola,Galarian Corsola,283,283,https://assets.pokemon.com/assets/cms2/img/pokedex/full/222.png
223,Remoraid,Remoraid,284,284,https://assets.pokemon.com/assets/cms2/img/pokedex/full/223.png
224,Octillery,Octillery,285,285,https://assets.pokemon.com/assets/cms2/img/pokedex/full/224.png
225,Delibird,Delibird,286,286,https://assets.pokemon.com/assets/cms2/img/pokedex/full/225.png
226,Mantine,Mantine,287,287,https://assets.pokemon.com/assets/cms2/img/pokedex/full/226.png
227,Skarmory,Skarmory,288,288,https://assets.pokemon.com/assets/cms2/img/pokedex/full/227.png
228,Houndour,Houndour,289,289,https://assets.pokemon.com/assets/cms2/img/pokedex/full/228.png
229,Houndoom,Houndoom,290,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/229.png
229,Houndoom,Mega Houndoom,291,291,https://assets.pokemon.com/assets/cms2/img/pokedex/full/229.png
230,Kingdra,Kingdra,292,292,https://assets.pokemon.com/assets/cms2/img/pokedex/full/230.png
231,Phanpy,Phanpy,293,293,https://assets.pokemon.com/assets/cms2/img/pokedex/full/231.png
232,Donphan,Donphan,294,294,https://assets.pokemon.com/assets/cms2/img/pokedex/full/232.png
233,Porygon2,Porygon2,295,295,https://assets.pokemon.com/assets/cms2/img/pokedex/full/233.png
234,Stantler,Stantler,296,296,https://assets.pokemon.com/assets/cms2/img/pokedex/full/234.png
235,Smeargle,Smeargle,297,297,https://assets.pokemon.com/assets/cms2/img/pokedex/full/235.png
236,Tyrogue,Tyrogue,298,298,https://assets.pokemon.com/assets/cms2/img/pokedex/full/236.png
237,Hitmontop,Hitmontop,299,299,https://assets.pokemon.com/assets/cms2/img/pokedex/full/237.png
238,Smoochum,Smoochum,300,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/238.png
239,Elekid,Elekid,301,301,https://assets.pokemon.com/assets/cms2/img/pokedex/full/239.png
240,Magby,Magby,302,302,https://assets.pokemon.com/assets/cms2/img/pokedex/full/240.png
241,Miltank,Miltank,303,303,https://assets.pokemon.com/assets/cms2/img/pokedex/full/241.png
242,Blissey,Blissey,304,304,https://assets.pokemon.com/assets/cms2/img/pokedex/full/242.png
243,Raikou,Raikou,305,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/243.png
244,Entei,Entei,306,306,https://assets.pokemon.com/assets/cms2/img/pokedex/full/244.png
245,Suicune,Suicune,307,307,https://assets.pokemon.com/assets/cms2/img/pokedex/full/245.png
246,Larvitar,Larvitar,308,308,https://assets.pokemon.com/assets/cms2/img/pokedex/full/246.png
247,Pupitar,Pupitar,309,309,https://assets.pokemon.com/assets/cms2/img/pokedex/full/247.png
248,Tyranitar,Tyranitar,310,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/248.png
248,Tyranitar,Mega Tyranitar,311,311,https://assets.pokemon.com/assets/cms2/img/pokedex/full/248.png
249,Lugia,Lugia,312,312,https://assets.pokemon.com/assets/cms2/img/pokedex/full/249.png
250,Ho-Oh,Ho-Oh,313,313,https://assets.pokemon.com/assets/cms2/img/pokedex/full/250.png
251,Celebi,Celebi,314,314,https://assets.pokemon.com/assets/cms2/img/pokedex/full/251.png
252,Treecko,Treecko,315,315,https://assets.pokemon.com/assets/cms2/img/pokedex/full/252.png
253,Grovyle,Grovyle,316,316,https://assets.pokemon.com/assets/cms2/img/pokedex/full/253.png
254,Sceptile,Sceptile,317,317,https://assets.pokemon.com/assets/cms2/img/pokedex/full/254.png
254,Sceptile,Mega Sceptile,318,318,https://assets.pokemon.com/assets/cms2/img/pokedex/full/254.png
255,Torchic,Torchic,319,319,https://assets.pokemon.com/assets/cms2/img/pokedex/full/255.png
256,Combusken,Combusken,320,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/256.png
257,Blaziken,Blaziken,321,321,https://assets.pokemon.com/assets/cms2/img/pokedex/full/257.png
257,Blaziken,Mega Blaziken,322,322,https://assets.pokemon.com/assets/cms2/img/pokedex/full/257.png
258,Mudkip,Mudkip,323,323,https://assets.pokemon.com/assets/cms2/img/pokedex/full/258.png
259,Marshtomp,Marshtomp,324,324,https://assets.pokemon.com/assets/cms2/img/pokedex/full/259.png
260,Swampert,Swampert,325,325,https://assets.pokemon.com/assets/cms2/img/pokedex/full/260.png
260,Swampert,Mega Swampert,326,326,https://assets.pokemon.com/assets/cms2/img/pokedex/full/260.png
261,Poochyena,Poochyena,327,327,https://assets.pokemon.com/assets/cms2/img/pokedex/full/261.png
262,Mightyena,Mightyena,328,328,https://assets.pokemon.com/assets/cms2/img/pokedex/full/262.png
263,Zigzagoon,Zigzagoon,329,329,https://assets.pokemon.com/assets/cms2/img/pokedex/full/263.png
263,Zigzagoon,Galarian Zigzagoon,330,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/263.png
264,Linoone,Linoone,331,331,https://assets.pokemon.com/assets/cms2/img/pokedex/full/264.png
264,Linoone,Galarian Linoone,332,332,https://assets.pokemon.com/assets/cms2/img/pokedex/full/264.png
265,Wurmple,Wurmple,333,333,https://assets.pokemon.com/assets/cms2/img/pokedex/full/265.png
266,Silcoon,Silcoon,334,334,https://assets.pokemon.com/assets/cms2/img/pokedex/full/266.png
267,Beautifly,Beautifly,335,335,https://assets.pokemon.com/assets/cms2/img/pokedex/full/267.png
268,Cascoon,Cascoon,336,336,https://assets.pokemon.com/assets/cms2/img/pokedex/full/268.png
269,Dustox,Dustox,337,337,https://assets.pokemon.com/assets/cms2/img/pokedex/full/269.png
270,Lotad,Lotad,338,338,https://assets.pokemon.com/assets/cms2/img/pokedex/full/270.png
271,Lombre,Lombre,339,339,https://assets.pokemon.com/assets/cms2/img/pokedex/full/271.png
272,Ludicolo,Ludicolo,340,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/272.png
273,Seedot,Seedot,341,341,https://assets.pokemon.com/assets/cms2/img/pokedex/full/273.png
274,Nuzleaf,Nuzleaf,342,342,https://assets.pokemon.com/assets/cms2/img/pokedex/full/274.png
275,Shiftry,Shiftry,343,343,https://assets.pokemon.com/assets/cms2/img/pokedex/full/275.png
276,Taillow,Taillow,344,344,https://assets.pokemon.com/assets/cms2/img/pokedex/full/276.png
277,Swellow,Swellow,345,345,https://assets.pokemon.com/assets/cms2/img/pokedex/full/277.png
278,Wingull,Wingull,346,346,https://assets.pokemon.com/assets/cms2/img/pokedex/full/278.png
279,Pelipper,Pelipper,347,347,https://assets.pokemon.com/assets/cms2/img/pokedex/full/279.png
280,Ralts,Ralts,348,348,https://assets.pokemon.com/assets/cms2/img/pokedex/full/280.png
281,Kirlia,Kirlia,349,349,https://assets.pokemon.com/assets/cms2/img/pokedex/full/281.png
282,Gardevoir,Gardevoir,350,350,https://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png
282,Gardevoir,Mega Gardevoir,351,351,https://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png
283,Surskit,Surskit,352,352,https://assets.pokemon.com/assets/cms2/img/pokedex/full/283.png
284,Masquerain,Masquerain,353,353,https://assets.pokemon.com/assets/cms2/img/pokedex/full/284.png
285,Shroomish,Shroomish,354,354,https://assets.pokemon.com/assets/cms2/img/pokedex/full/285.png
286,Breloom,Breloom,355,355,https://assets.pokemon.com/assets/cms2/img/pokedex/full/286.png
287,Slakoth,Slakoth,356,356,https://assets.pokemon.com/assets/cms2/img/pokedex/full/287.png
288,Vigoroth,Vigoroth,357,357,https://assets.pokemon.com/assets/cms2/img/pokedex/full/288.png
289,Slaking,Slaking,358,358,https://assets.pokemon.com/assets/cms2/img/pokedex/full/289.png
290,Nincada,Nincada,359,359,https://assets.pokemon.com/assets/cms2/img/pokedex/full/290.png
291,Ninjask,Ninjask,360,360,https://assets.pokemon.com/assets/cms2/img/pokedex/full/291.png
292,Shedinja,Shedinja,361,361,https://assets.pokemon.com/assets/cms2/img/pokedex/full/292.png
293,Whismur,Whismur,362,362,https://assets.pokemon.com/assets/cms2/img/pokedex/full/293.png
294,Loudred,Loudred,363,363,https://assets.pokemon.com/assets/cms2/img/pokedex/full/294.png
295,Exploud,Exploud,364,364,https://assets.pokemon.com/assets/cms2/img/pokedex/full/295.png
296,Makuhita,Makuhita,365,365,https://assets.pokemon.com/assets/cms2/img/pokedex/full/296.png
297,Hariyama,Hariyama,366,366,https://assets.pokemon.com/assets/cms2/img/pokedex/full/297.png
298,Azurill,Azurill,367,367,https://assets.pokemon.com/assets/cms2/img/pokedex/full/298.png
299,Nosepass,Nosepass,368,368,https://assets.pokemon.com/assets/cms2/img/pokedex/full/299.png
300,Skitty,Skitty,369,369,https://assets.pokemon.com/assets/cms2/img/pokedex/full/300.png
301,Delcatty,Delcatty,370,370,https://assets.pokemon.com/assets/cms2/img/pokedex/full/301.png
302,Sableye,Sableye,371,371,https://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png
302,Sableye,Mega Sableye,372,372,https://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png
303,Mawile,Mawile,373,373,https://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png
303,Mawile,Mega Mawile,374,374,https://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png
304,Aron,Aron,375,375,https://assets.pokemon.com/assets/cms2/img/pokedex/full/304.png
305,Lairon,Lairon,376,376,https://assets.pokemon.com/assets/cms2/img/pokedex/full/305.png
306,Aggron,Aggron,377,377,https://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png
306,Aggron,Mega Aggron,378,378,https://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png
307,Meditite,Meditite,379,379,https://assets.pokemon.com/assets/cms2/img/pokedex/full/307.png
308,Medicham,Medicham,380,380,https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png
308,Medicham,Mega Medicham,381,381,https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png
309,Electrike,Electrike,382,382,https://assets.pokemon.com/assets/cms2/img/pokedex/full/309.png
310,Manectric,Manectric,383,383,https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png
310,Manectric,Mega Manectric,384,384,https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png
311,Plusle,Plusle,385,385,https://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png
312,Minun,Minun,386,386,https://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png
313,Volbeat,Volbeat,387,387,https://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png
314,Illumise,Illumise,388,388,https://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png
315,Roselia,Roselia,389,389,https://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png
316,Gulpin,Gulpin,390,390,https://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png
317,Swalot,Swalot,391,391,https://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png
318,Carvanha,Carvanha,392,392,https://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png
319,Sharpedo,Sharpedo,393,393,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png
319,Sharpedo,Mega Sharpedo,394,394,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png
320,Wailmer,Wailmer,395,395,https://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png
321,Wailord,Wailord,396,396,https://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png
322,Numel,Numel,397,397,https://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png
323,Camerupt,Camerupt,398,398,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png
323,Camerupt,Mega Camerupt,399,399,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png
324,Torkoal,Torkoal,400,400,https://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png
325,Spoink,Spoink,401,401,https://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png
326,Grumpig,Grumpig,402,402,https://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png
327,Spinda,Spinda,403,403,https://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png
328,Trapinch,Trapinch,404,404,https://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png
329,Vibrava,Vibrava,405,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png
330,Flygon,Flygon,406,406,https://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png
331,Cacnea,Cacnea,407,407,https://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png
332,Cacturne,Cacturne,408,408,https://assets.pokemon.com/assets/cms2/img/pokedex/full/332.png
333,Swablu,Swablu,409,409,https://assets.pokemon.com/assets/cms2/img/pokedex/full/333.png
334,Altaria,Altaria,410,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png
334,Altaria,Mega Altaria,411,411,https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png
335,Zangoose,Zangoose,412,412,https://assets.pokemon.com/assets/cms2/img/pokedex/full/335.png
336,Seviper,Seviper,413,413,https://assets.pokemon.com/assets/cms2/img/pokedex/full/336.png
337,Lunatone,Lunatone,414,414,https://assets.pokemon.com/assets/cms2/img/pokedex/full/337.png
338,Solrock,Solrock,415,415,https://assets.pokemon.com/assets/cms2/img/pokedex/full/338.png
339,Barboach,Barboach,416,416,https://assets.pokemon.com/assets/cms2/img/pokedex/full/339.png
340,Whiscash,Whiscash,417,417,https://assets.pokemon.com/assets/cms2/img/pokedex/full/340.png
341,Corphish,Corphish,418,418,https://assets.pokemon.com/assets/cms2/img/pokedex/full/341.png
342,Crawdaunt,Crawdaunt,419,419,https://assets.pokemon.com/assets/cms2/img/pokedex/full/342.png
343,Baltoy,Baltoy,420,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/343.png
344,Claydol,Claydol,421,421,https://assets.pokemon.com/assets/cms2/img/pokedex/full/344.png
345,Lileep,Lileep,422,422,https://assets.pokemon.com/assets/cms2/img/pokedex/full/345.png
346,Cradily,Cradily,423,423,https://assets.pokemon.com/assets/cms2/img/pokedex/full/346.png
347,Anorith,Anorith,424,424,https://assets.pokemon.com/assets/cms2/img/pokedex/full/347.png
348,Armaldo,Armaldo,425,425,https://assets.pokemon.com/assets/cms2/img/pokedex/full/348.png
349,Feebas,Feebas,426,426,https://assets.pokemon.com/assets/cms2/img/pokedex/full/349.png
350,Milotic,Milotic,427,427,https://assets.pokemon.com/assets/cms2/img/pokedex/full/350.png
351,Castform,Castform,428,428,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png
351,Castform,Castform Sunny Form,429,429,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png
351,Castform,Castform Rainy Form,430,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png
351,Castform,Castform Snowy Form,431,431,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png
352,Kecleon,Kecleon,432,432,https://assets.pokemon.com/assets/cms2/img/pokedex/full/352.png
353,Shuppet,Shuppet,433,433,https://assets.pokemon.com/assets/cms2/img/pokedex/full/353.png
354,Banette,Banette,434,434,https://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png
354,Banette,Mega Banette,435,435,https://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png
355,Duskull,Duskull,436,436,https://assets.pokemon.com/assets/cms2/img/pokedex/full/355.png
356,Dusclops,Dusclops,437,437,https://assets.pokemon.com/assets/cms2/img/pokedex/full/356.png
357,Tropius,Tropius,438,438,https://assets.pokemon.com/assets/cms2/img/pokedex/full/357.png
358,Chimecho,Chimecho,439,439,https://assets.pokemon.com/assets/cms2/img/pokedex/full/358.png
359,Absol,Absol,440,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png
359,Absol,Mega Absol,441,441,https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png
360,Wynaut,Wynaut,442,442,https://assets.pokemon.com/assets/cms2/img/pokedex/full/360.png
361,Snorunt,Snorunt,443,443,https://assets.pokemon.com/assets/cms2/img/pokedex/full/361.png
362,Glalie,Glalie,444,444,https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png
362,Glalie,Mega Glalie,445,445,https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png
363,Spheal,Spheal,446,446,https://assets.pokemon.com/assets/cms2/img/pokedex/full/363.png
364,Sealeo,Sealeo,447,447,https://assets.pokemon.com/assets/cms2/img/pokedex/full/364.png
365,Walrein,Walrein,448,448,https://assets.pokemon.com/assets/cms2/img/pokedex/full/365.png
366,Clamperl,Clamperl,449,449,https://assets.pokemon.com/assets/cms2/img/pokedex/full/366.png
367,Huntail,Huntail,450,450,https://assets.pokemon.com/assets/cms2/img/pokedex/full/367.png
368,Gorebyss,Gorebyss,451,451,https://assets.pokemon.com/assets/cms2/img/pokedex/full/368.png
369,Relicanth,Relicanth,452,452,https://assets.pokemon.com/assets/cms2/img/pokedex/full/369.png
370,Luvdisc,Luvdisc,453,453,https://assets.pokemon.com/assets/cms2/img/pokedex/full/370.png
371,Bagon,Bagon,454,454,https://assets.pokemon.com/assets/cms2/img/pokedex/full/371.png
372,Shelgon,Shelgon,455,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/372.png
373,Salamence,Salamence,456,456,https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png
373,Salamence,Mega Salamence,457,457,https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png
374,Beldum,Beldum,458,458,https://assets.pokemon.com/assets/cms2/img/pokedex/full/374.png
375,Metang,Metang,459,459,https://assets.pokemon.com/assets/cms2/img/pokedex/full/375.png
376,Metagross,Metagross,460,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png
376,Metagross,Mega Metagross,461,461,https://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png
377,Regirock,Regirock,462,462,https://assets.pokemon.com/assets/cms2/img/pokedex/full/377.png
378,Regice,Regice,463,463,https://assets.pokemon.com/assets/cms2/img/pokedex/full/378.png
379,Registeel,Registeel,464,464,https://assets.pokemon.com/assets/cms2/img/pokedex/full/379.png
380,Latias,Latias,465,465,https://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png
380,Latias,Mega Latias,466,466,https://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png
381,Latios,Latios,467,467,https://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png
381,Latios,Mega Latios,468,468,https://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png
382,Kyogre,Kyogre,469,469,https://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png
382,Kyogre,Primal Kyogre,470,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png
383,Groudon,Groudon,471,471,https://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png
383,Groudon,Primal Groudon,472,472,https://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png
384,Rayquaza,Rayquaza,473,473,https://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png
384,Rayquaza,Mega Rayquaza,474,474,https://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png
385,Jirachi,Jirachi,475,475,https://assets.pokemon.com/assets/cms2/img/pokedex/full/385.png
386,Deoxys,Deoxys,476,476,https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png
386,Deoxys,Deoxys Attack Form,477,477,https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png
386,Deoxys,Deoxys Defense Form,478,478,https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png
386,Deoxys,Deoxys Speed Form,479,479,https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png
387,Turtwig,Turtwig,480,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/387.png
388,Grotle,Grotle,481,481,https://assets.pokemon.com/assets/cms2/img/pokedex/full/388.png
389,Torterra,Torterra,482,482,https://assets.pokemon.com/assets/cms2/img/pokedex/full/389.png
390,Chimchar,Chimchar,483,483,https://assets.pokemon.com/assets/cms2/img/pokedex/full/390.png
391,Monferno,Monferno,484,484,https://assets.pokemon.com/assets/cms2/img/pokedex/full/391.png
392,Infernape,Infernape,485,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/392.png
393,Piplup,Piplup,486,486,https://assets.pokemon.com/assets/cms2/img/pokedex/full/393.png
394,Prinplup,Prinplup,487,487,https://assets.pokemon.com/assets/cms2/img/pokedex/full/394.png
395,Empoleon,Empoleon,488,488,https://assets.pokemon.com/assets/cms2/img/pokedex/full/395.png
396,Starly,Starly,489,489,https://assets.pokemon.com/assets/cms2/img/pokedex/full/396.png
397,Staravia,Staravia,490,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/397.png
398,Staraptor,Staraptor,491,491,https://assets.pokemon.com/assets/cms2/img/pokedex/full/398.png
399,Bidoof,Bidoof,492,492,https://assets.pokemon.com/assets/cms2/img/pokedex/full/399.png
400,Bibarel,Bibarel,493,493,https://assets.pokemon.com/assets/cms2/img/pokedex/full/400.png
401,Kricketot,Kricketot,494,494,https://assets.pokemon.com/assets/cms2/img/pokedex/full/401.png
402,Kricketune,Kricketune,495,495,https://assets.pokemon.com/assets/cms2/img/pokedex/full/402.png
403,Shinx,Shinx,496,496,https://assets.pokemon.com/assets/cms2/img/pokedex/full/403.png
404,Luxio,Luxio,497,497,https://assets.pokemon.com/assets/cms2/img/pokedex/full/404.png
405,Luxray,Luxray,498,498,https://assets.pokemon.com/assets/cms2/img/pokedex/full/405.png
406,Budew,Budew,499,499,https://assets.pokemon.com/assets/cms2/img/pokedex/full/406.png
407,Roserade,Roserade,500,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/407.png
408,Cranidos,Cranidos,501,501,https://assets.pokemon.com/assets/cms2/img/pokedex/full/408.png
409,Rampardos,Rampardos,502,502,https://assets.pokemon.com/assets/cms2/img/pokedex/full/409.png
410,Shieldon,Shieldon,503,503,https://assets.pokemon.com/assets/cms2/img/pokedex/full/410.png
411,Bastiodon,Bastiodon,504,504,https://assets.pokemon.com/assets/cms2/img/pokedex/full/411.png
412,Burmy,Burmy Plant Form,505,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/412.png
412,Burmy,Burmy Sandy Form,506,506,https://assets.pokemon.com/assets/cms2/img/pokedex/full/412.png
412,Burmy,Burmy Trash Form,507,507,https://assets.pokemon.com/assets/cms2/img/pokedex/full/412.png
413,Wormadam,Wormadam Plant Form,508,508,https://assets.pokemon.com/assets/cms2/img/pokedex/full/413.png
413,Wormadam,Wormadam Sandy Form,509,509,https://assets.pokemon.com/assets/cms2/img/pokedex/full/413.png
413,Wormadam,Wormadam Trash Form,510,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/413.png
414,Mothim,Mothim,511,511,https://assets.pokemon.com/assets/cms2/img/pokedex/full/414.png
415,Combee,Combee,512,512,https://assets.pokemon.com/assets/cms2/img/pokedex/full/415.png
416,Vespiquen,Vespiquen,513,513,https://assets.pokemon.com/assets/cms2/img/pokedex/full/416.png
417,Pachirisu,Pachirisu,514,514,https://assets.pokemon.com/assets/cms2/img/pokedex/full/417.png
418,Buizel,Buizel,515,515,https://assets.pokemon.com/assets/cms2/img/pokedex/full/418.png
419,Floatzel,Floatzel,516,516,https://assets.pokemon.com/assets/cms2/img/pokedex/full/419.png
420,Cherubi,Cherubi,517,517,https://assets.pokemon.com/assets/cms2/img/pokedex/full/420.png
421,Cherrim,Cherrim,518,518,https://assets.pokemon.com/assets/cms2/img/pokedex/full/421.png
421,Cherrim,Cherrim Sunshine Form,519,519,https://assets.pokemon.com/assets/cms2/img/pokedex/full/421.png
422,Shellos,Shellos East-Sea Form,520,520,https://assets.pokemon.com/assets/cms2/img/pokedex/full/422.png
422,Shellos,Shellos West-Sea Form,521,521,https://assets.pokemon.com/assets/cms2/img/pokedex/full/422.png
423,Gastrodon,Gastrodon East-Sea Form,522,522,https://assets.pokemon.com/assets/cms2/img/pokedex/full/423.png
423,Gastrodon,Gastrodon West-Sea Form,523,523,https://assets.pokemon.com/assets/cms2/img/pokedex/full/423.png
424,Ambipom,Ambipom,524,524,https://assets.pokemon.com/assets/cms2/img/pokedex/full/424.png
425,Drifloon,Drifloon,525,525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/425.png
426,Drifblim,Drifblim,526,526,https://assets.pokemon.com/assets/cms2/img/pokedex/full/426.png
427,Buneary,Buneary,527,527,https://assets.pokemon.com/assets/cms2/img/pokedex/full/427.png
428,Lopunny,Lopunny,528,528,https://assets.pokemon.com/assets/cms2/img/pokedex/full/428.png
428,Lopunny,Mega Lopunny,529,529,https://assets.pokemon.com/assets/cms2/img/pokedex/full/428.png
429,Mismagius,Mismagius,530,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/429.png
430,Honchkrow,Honchkrow,531,531,https://assets.pokemon.com/assets/cms2/img/pokedex/full/430.png
431,Glameow,Glameow,532,532,https://assets.pokemon.com/assets/cms2/img/pokedex/full/431.png
432,Purugly,Purugly,533,533,https://assets.pokemon.com/assets/cms2/img/pokedex/full/432.png
433,Chingling,Chingling,534,534,https://assets.pokemon.com/assets/cms2/img/pokedex/full/433.png
434,Stunky,Stunky,535,535,https://assets.pokemon.com/assets/cms2/img/pokedex/full/434.png
435,Skuntank,Skuntank,536,536,https://assets.pokemon.com/assets/cms2/img/pokedex/full/435.png
436,Bronzor,Bronzor,537,537,https://assets.pokemon.com/assets/cms2/img/pokedex/full/436.png
437,Bronzong,Bronzong,538,538,https://assets.pokemon.com/assets/cms2/img/pokedex/full/437.png
438,Bonsly,Bonsly,539,539,https://assets.pokemon.com/assets/cms2/img/pokedex/full/438.png
439,Mime Jr.,Mime Jr.,540,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/439.png
440,Happiny,Happiny,541,541,https://assets.pokemon.com/assets/cms2/img/pokedex/full/440.png
441,Chatot,Chatot,542,542,https://assets.pokemon.com/assets/cms2/img/pokedex/full/441.png
442,Spiritomb,Spiritomb,543,543,https://assets.pokemon.com/assets/cms2/img/pokedex/full/442.png
443,Gible,Gible,544,544,https://assets.pokemon.com/assets/cms2/img/pokedex/full/443.png
444,Gabite,Gabite,545,545,https://assets.pokemon.com/assets/cms2/img/pokedex/full/444.png
445,Garchomp,Garchomp,546,546,https://assets.pokemon.com/assets/cms2/img/pokedex/full/445.png
445,Garchomp,Mega Garchomp,547,547,https://assets.pokemon.com/assets/cms2/img/pokedex/full/445.png
446,Munchlax,Munchlax,548,548,https://assets.pokemon.com/assets/cms2/img/pokedex/full/446.png
447,Riolu,Riolu,549,549,https://assets.pokemon.com/assets/cms2/img/pokedex/full/447.png
448,Lucario,Lucario,550,550,https://assets.pokemon.com/assets/cms2/img/pokedex/full/448.png
448,Lucario,Mega Lucario,551,551,https://assets.pokemon.com/assets/cms2/img/pokedex/full/448.png
449,Hippopotas,Hippopotas,552,552,https://assets.pokemon.com/assets/cms2/img/pokedex/full/449.png
450,Hippowdon,Hippowdon,553,553,https://assets.pokemon.com/assets/cms2/img/pokedex/full/450.png
451,Skorupi,Skorupi,554,554,https://assets.pokemon.com/assets/cms2/img/pokedex/full/451.png
452,Drapion,Drapion,555,555,https://assets.pokemon.com/assets/cms2/img/pokedex/full/452.png
453,Croagunk,Croagunk,556,556,https://assets.pokemon.com/assets/cms2/img/pokedex/full/453.png
454,Toxicroak,Toxicroak,557,557,https://assets.pokemon.com/assets/cms2/img/pokedex/full/454.png
