pokedex,og_name,name,generation,height,weight,type1_id,type2_id,ability1_id,ability2_id,ability_hidden_id,color_id,gender_male,gender_female,gender_unknown,egg_steps,egg_group1_id,egg_group2_id,get_rate,base_experience,experience_type,category_id,hp,attack,defence,sp_attack,sp_defence,speed,total,picture_url,created_at,updated_at
166,Ledian,Ledian,2,1.4m,35.6kg,4,18,11,56,143,2,50,50,0,15,2,,90,137,800000,1,55,35,50,55,110,85,390,https://assets.pokemon.com/assets/cms2/img/pokedex/full/166.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
167,Spinarak,Spinarak,2,0.5m,8.5kg,4,7,11,49,244,1,50,50,0,15,2,,255,50,800000,1,40,60,40,40,40,30,250,https://assets.pokemon.com/assets/cms2/img/pokedex/full/167.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
168,Ariados,Ariados,2,1.1m,33.5kg,4,7,11,49,244,2,50,50,0,15,2,,90,140,800000,1,70,90,70,60,70,40,400,https://assets.pokemon.com/assets/cms2/img/pokedex/full/168.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
169,Crobat,Crobat,2,1.8m,75.0kg,7,18,25,,246,8,50,50,0,15,3,,90,268,1000000,1,85,90,80,70,80,130,535,https://assets.pokemon.com/assets/cms2/img/pokedex/full/169.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
170,Chinchou,Chinchou,2,0.5m,12.0kg,3,8,63,59,33,4,50,50,0,20,13,,190,66,1250000,1,75,38,38,56,56,67,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/170.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
171,Lanturn,Lanturn,2,1.2m,22.5kg,3,8,63,59,33,4,50,50,0,20,13,,75,161,1250000,1,125,58,58,76,76,67,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/171.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
172,Pichu,Pichu,2,0.3m,2.0kg,8,,18,,54,7,50,50,0,10,5,,190,41,1000000,1,20,40,15,35,35,60,205,https://assets.pokemon.com/assets/cms2/img/pokedex/full/172.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
173,Cleffa,Cleffa,2,0.3m,3.0kg,11,,23,247,215,9,25,75,0,10,5,,150,44,800000,1,50,25,28,45,55,15,218,https://assets.pokemon.com/assets/cms2/img/pokedex/full/173.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
174,Igglybuff,Igglybuff,2,0.3m,1.0kg,5,11,23,66,215,9,25,75,0,10,5,,170,42,800000,1,90,30,15,40,20,15,210,https://assets.pokemon.com/assets/cms2/img/pokedex/full/174.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
175,Togepi,Togepi,2,0.3m,1.5kg,11,,69,73,257,5,87.5,12.5,0,10,5,,190,49,800000,1,35,20,65,40,65,20,245,https://assets.pokemon.com/assets/cms2/img/pokedex/full/175.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
176,Togetic,Togetic,2,0.6m,3.2kg,11,18,69,73,257,5,87.5,12.5,0,10,3,6,75,142,800000,1,55,40,85,80,105,40,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/176.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
177,Natu,Natu,2,0.2m,2.0kg,14,18,34,56,85,1,50,50,0,20,3,,190,64,1000000,1,40,50,45,70,45,70,320,https://assets.pokemon.com/assets/cms2/img/pokedex/full/177.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
178,Xatu,Xatu,2,1.5m,15.0kg,14,18,34,56,85,1,50,50,0,20,3,,75,165,1000000,1,65,75,70,95,70,95,470,https://assets.pokemon.com/assets/cms2/img/pokedex/full/178.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
179,Mareep,Mareep,2,0.6m,7.8kg,8,,18,,89,5,50,50,0,20,1,4,235,56,1059860,1,55,40,40,65,45,35,280,https://assets.pokemon.com/assets/cms2/img/pokedex/full/179.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
180,Flaaffy,Flaaffy,2,0.8m,13.3kg,8,,18,,89,9,50,50,0,20,1,4,120,128,1059860,1,70,55,55,80,60,45,365,https://assets.pokemon.com/assets/cms2/img/pokedex/full/180.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
181,Ampharos,Ampharos,2,1.4m,61.5kg,8,,18,,89,7,50,50,0,20,1,4,45,255,1059860,1,90,75,85,115,90,55,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/181.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
181,Ampharos,Mega Ampharos,2,1.4m,61.5kg,8,17,62,,,7,50,50,0,20,1,4,45,275,1059860,1,90,95,105,165,110,45,610,https://assets.pokemon.com/assets/cms2/img/pokedex/full/181.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
182,Bellossom,Bellossom,2,0.4m,5.8kg,1,,26,,128,1,50,50,0,20,7,,45,245,1059860,1,75,80,95,90,100,50,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/182.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
183,Marill,Marill,2,0.4m,8.5kg,3,11,2,86,151,4,50,50,0,10,8,6,190,88,800000,1,70,20,50,20,50,40,250,https://assets.pokemon.com/assets/cms2/img/pokedex/full/183.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
184,Azumarill,Azumarill,2,0.8m,28.5kg,3,11,2,86,151,4,50,50,0,10,8,6,75,210,800000,1,100,50,80,60,80,50,420,https://assets.pokemon.com/assets/cms2/img/pokedex/full/184.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
185,Sudowoodo,Sudowoodo,2,1.2m,38.0kg,15,,70,38,130,6,50,50,0,20,11,,65,144,1000000,1,70,100,115,30,65,30,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/185.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
186,Politoed,Politoed,2,1.1m,33.9kg,3,,33,31,103,1,50,50,0,20,8,,45,250,1059860,1,90,75,75,90,100,70,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/186.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
187,Hoppip,Hoppip,2,0.4m,0.5kg,1,18,26,118,246,9,50,50,0,20,6,7,255,50,1059860,1,35,35,40,35,55,50,250,https://assets.pokemon.com/assets/cms2/img/pokedex/full/187.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
188,Skiploom,Skiploom,2,0.6m,1.0kg,1,18,26,118,246,1,50,50,0,20,6,7,120,119,1059860,1,55,45,50,45,65,80,340,https://assets.pokemon.com/assets/cms2/img/pokedex/full/188.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
189,Jumpluff,Jumpluff,2,0.8m,3.0kg,1,18,26,118,246,4,50,50,0,20,6,7,45,230,1059860,1,75,55,70,55,95,110,460,https://assets.pokemon.com/assets/cms2/img/pokedex/full/189.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
190,Aipom,Aipom,2,0.8m,11.5kg,5,,15,28,76,8,50,50,0,20,4,,45,72,800000,1,55,70,55,40,55,85,360,https://assets.pokemon.com/assets/cms2/img/pokedex/full/190.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
191,Sunkern,Sunkern,2,0.3m,1.8kg,1,,26,80,56,7,50,50,0,20,7,,235,36,1059860,1,30,30,30,30,30,30,180,https://assets.pokemon.com/assets/cms2/img/pokedex/full/191.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
192,Sunflora,Sunflora,2,0.8m,8.5kg,1,,26,80,56,7,50,50,0,20,7,,120,149,1059860,1,75,75,55,105,85,30,425,https://assets.pokemon.com/assets/cms2/img/pokedex/full/192.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
193,Yanma,Yanma,2,1.2m,38.0kg,4,18,71,10,52,2,50,50,0,20,2,,75,78,1000000,1,65,65,45,75,45,95,390,https://assets.pokemon.com/assets/cms2/img/pokedex/full/193.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
194,Wooper,Paldean Wooper,2,0.4m,11.0kg,7,9,31,33,126,4,50,50,0,20,8,4,255,42,1000000,1,55,45,45,25,25,15,210,https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
194,Wooper,Wooper,2,0.4m,8.5kg,3,9,22,33,126,4,50,50,0,20,8,4,255,42,1000000,1,55,45,45,25,25,15,210,https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
195,Quagsire,Quagsire,2,1.4m,75.0kg,3,9,31,33,126,4,50,50,0,20,8,4,90,151,1000000,1,95,85,85,65,65,35,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/195.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
196,Espeon,Espeon,2,0.9m,26.5kg,14,,34,,85,8,87.5,12.5,0,35,4,,45,184,1000000,1,65,65,60,130,95,110,525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/196.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
197,Umbreon,Umbreon,2,1.0m,27.0kg,6,,34,,25,3,87.5,12.5,0,35,4,,45,184,1000000,1,95,65,110,60,130,65,525,https://assets.pokemon.com/assets/cms2/img/pokedex/full/197.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
198,Murkrow,Murkrow,2,0.5m,2.1kg,6,18,49,257,101,3,50,50,0,20,3,,30,81,1059860,1,60,85,42,85,42,91,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/198.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
199,Slowking,Slowking,2,2.0m,79.5kg,3,14,72,53,145,9,50,50,0,20,1,8,70,172,1000000,1,95,75,80,100,110,30,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/199.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
199,Slowking,Galarian Slowking,2,1.8m,79.5kg,7,14,40,53,145,9,50,50,0,20,1,8,70,172,1000000,1,95,65,80,110,110,30,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/199.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
200,Misdreavus,Misdreavus,2,0.7m,1.0kg,16,,46,,,10,50,50,0,25,12,,45,87,800000,1,60,60,60,85,85,85,435,https://assets.pokemon.com/assets/cms2/img/pokedex/full/200.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
201,Unown,Unown,2,0.5m,5.0kg,14,,46,,,3,0,0,100,40,5,,225,118,1000000,1,48,72,48,72,48,48,336,https://assets.pokemon.com/assets/cms2/img/pokedex/full/201.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
202,Wobbuffet,Wobbuffet,2,1.3m,28.5kg,14,,48,,141,4,50,50,0,20,12,,45,142,1000000,1,190,33,58,33,58,33,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/202.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
203,Girafarig,Girafarig,2,1.5m,41.5kg,5,14,25,56,151,7,50,50,0,20,4,,60,159,1000000,1,70,80,65,90,65,85,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/203.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
204,Pineco,Pineco,2,0.6m,7.2kg,4,,70,,138,10,50,50,0,20,2,,190,58,1000000,1,50,65,90,35,35,15,290,https://assets.pokemon.com/assets/cms2/img/pokedex/full/204.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
205,Forretress,Forretress,2,1.2m,125.8kg,4,12,70,,138,8,50,50,0,20,2,,75,163,1000000,1,75,90,140,60,60,40,465,https://assets.pokemon.com/assets/cms2/img/pokedex/full/205.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
206,Dunsparce,Dunsparce,2,1.5m,14.0kg,5,,73,15,130,7,50,50,0,20,4,,190,145,1000000,1,100,70,70,65,65,45,415,https://assets.pokemon.com/assets/cms2/img/pokedex/full/206.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
207,Gligar,Gligar,2,1.1m,64.8kg,9,18,50,20,64,8,50,50,0,20,2,,60,86,1059860,1,65,75,105,35,65,85,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/207.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
208,Steelix,Steelix,2,9.2m,400.0kg,12,9,38,70,95,10,50,50,0,25,11,,25,179,1000000,1,75,85,200,55,65,30,510,https://assets.pokemon.com/assets/cms2/img/pokedex/full/208.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
208,Steelix,Mega Steelix,2,10.5m,740.0kg,12,9,74,,,10,50,50,0,25,11,,25,214,1000000,1,75,125,230,55,95,30,610,https://assets.pokemon.com/assets/cms2/img/pokedex/full/208.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
209,Snubbull,Snubbull,2,0.6m,7.8kg,11,,17,15,130,9,25,75,0,20,4,6,190,60,800000,1,60,80,50,40,40,30,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/209.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
210,Granbull,Granbull,2,1.4m,48.7kg,11,,17,255,130,8,25,75,0,20,4,6,75,158,800000,1,90,120,75,60,60,45,450,https://assets.pokemon.com/assets/cms2/img/pokedex/full/210.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
211,Qwilfish,Qwilfish,2,0.5m,3.9kg,3,7,22,58,17,10,50,50,0,20,13,,45,88,1000000,1,65,95,85,55,55,85,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/211.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
211,Qwilfish,Hisuian Qwilfish,2,0.5m,3.9kg,6,7,22,58,17,10,50,50,0,20,13,,45,88,1000000,1,65,95,85,55,55,85,440,https://assets.pokemon.com/assets/cms2/img/pokedex/full/211.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
212,Scizor,Scizor,2,1.8m,118.0kg,4,12,11,75,203,2,50,50,0,25,2,,25,175,1000000,1,70,130,100,55,80,65,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/212.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
212,Scizor,Mega Scizor,2,2.0m,125.0kg,4,12,75,,,2,50,50,0,25,2,,25,210,1000000,1,70,150,140,65,100,75,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/212.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
213,Shuckle,Shuckle,2,0.6m,20.5kg,4,15,70,16,154,7,50,50,0,20,2,,190,177,1059860,1,20,10,230,10,230,5,505,https://assets.pokemon.com/assets/cms2/img/pokedex/full/213.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
214,Heracross,Heracross,2,1.5m,54.0kg,4,13,11,36,253,4,50,50,0,25,2,,45,175,1250000,1,80,125,75,40,95,85,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/214.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
214,Heracross,Mega Heracross,2,1.7m,62.5kg,4,13,76,,,4,50,50,0,25,2,,45,210,1250000,1,80,185,115,40,105,75,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/214.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
215,Sneasel,Sneasel,2,0.9m,28.0kg,6,10,25,13,258,3,50,50,0,20,4,,60,86,1059860,1,55,95,55,35,75,115,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/215.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
215,Sneasel,Hisuian Sneasel,2,0.9m,27.0kg,13,7,25,13,258,8,50,50,0,20,4,,60,86,1059860,1,55,95,55,35,75,115,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/215.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
216,Teddiursa,Teddiursa,2,0.6m,8.8kg,5,,28,255,111,6,50,50,0,20,4,,120,66,1000000,1,60,80,50,50,50,40,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/216.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
217,Ursaring,Ursaring,2,1.8m,125.8kg,5,,36,255,211,6,50,50,0,20,4,,60,175,1000000,1,90,130,75,75,75,55,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/217.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
218,Slugma,Slugma,2,0.7m,35.0kg,2,,77,60,78,2,50,50,0,20,12,,190,50,1000000,1,40,40,40,70,40,20,250,https://assets.pokemon.com/assets/cms2/img/pokedex/full/218.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
219,Magcargo,Magcargo,2,0.8m,55.0kg,2,15,77,60,78,2,50,50,0,20,12,,75,151,1000000,1,60,50,120,90,80,30,430,https://assets.pokemon.com/assets/cms2/img/pokedex/full/219.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
220,Swinub,Swinub,2,0.4m,6.5kg,10,9,40,21,2,6,50,50,0,20,4,,225,50,1250000,1,50,50,40,30,30,50,250,https://assets.pokemon.com/assets/cms2/img/pokedex/full/220.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
221,Piloswine,Piloswine,2,1.1m,55.8kg,10,9,40,21,2,6,50,50,0,20,4,,75,158,1250000,1,100,100,80,60,60,50,450,https://assets.pokemon.com/assets/cms2/img/pokedex/full/221.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
222,Corsola,Corsola,2,0.6m,5.0kg,3,15,78,,47,9,25,75,0,20,8,10,60,144,800000,1,65,55,95,65,95,35,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/222.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
222,Corsola,Galarian Corsola,2,0.6m,0.5kg,16,,69,55,145,5,25,75,0,20,8,10,60,144,800000,1,60,55,100,65,100,30,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/222.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
223,Remoraid,Remoraid,2,0.6m,12.0kg,3,,69,244,259,10,50,50,0,20,8,13,190,60,1000000,1,35,65,35,65,35,65,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/223.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
224,Octillery,Octillery,2,0.9m,28.5kg,3,,79,244,259,2,50,50,0,20,8,13,75,168,1000000,1,75,105,75,105,75,45,480,https://assets.pokemon.com/assets/cms2/img/pokedex/full/224.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
225,Delibird,Delibird,2,0.9m,16.0kg,10,18,32,69,49,2,50,50,0,20,8,4,45,116,800000,1,45,55,45,65,45,75,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/225.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
226,Mantine,Mantine,2,2.1m,220.0kg,3,18,58,33,94,8,50,50,0,25,8,,25,170,1250000,1,85,40,70,80,140,70,485,https://assets.pokemon.com/assets/cms2/img/pokedex/full/226.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
227,Skarmory,Skarmory,2,1.7m,50.5kg,12,18,13,70,78,10,50,50,0,25,3,,25,163,1250000,1,65,80,140,40,70,70,465,https://assets.pokemon.com/assets/cms2/img/pokedex/full/227.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
228,Houndour,Houndour,2,0.6m,10.8kg,6,2,56,24,211,3,50,50,0,20,4,,120,66,1250000,1,45,60,30,80,50,65,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/228.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
229,Houndoom,Houndoom,2,1.4m,35.0kg,6,2,56,24,211,3,50,50,0,20,4,,45,175,1250000,1,75,90,50,110,80,95,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/229.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
229,Houndoom,Mega Houndoom,2,1.9m,49.5kg,6,2,80,,,3,50,50,0,20,4,,45,210,1250000,1,75,90,90,140,90,115,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/229.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
230,Kingdra,Kingdra,2,1.8m,152.0kg,3,17,58,244,31,4,50,50,0,20,8,15,45,270,1000000,1,75,95,95,95,95,85,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/230.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
231,Phanpy,Phanpy,2,0.5m,33.5kg,9,,28,,20,4,50,50,0,20,4,,120,66,1000000,1,90,60,60,40,40,40,330,https://assets.pokemon.com/assets/cms2/img/pokedex/full/231.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
232,Donphan,Donphan,2,1.1m,120.0kg,9,,70,,20,10,50,50,0,20,4,,60,175,1000000,1,90,120,120,60,60,50,500,https://assets.pokemon.com/assets/cms2/img/pokedex/full/232.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
233,Porygon2,Porygon2,2,0.6m,32.5kg,5,,35,148,249,2,0,0,100,20,11,,45,180,1000000,1,85,80,90,105,95,60,515,https://assets.pokemon.com/assets/cms2/img/pokedex/full/233.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
234,Stantler,Stantler,2,1.4m,71.2kg,5,,17,52,151,6,50,50,0,20,4,,45,163,1250000,1,73,95,62,85,65,85,465,https://assets.pokemon.com/assets/cms2/img/pokedex/full/234.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
235,Smeargle,Smeargle,2,1.2m,58.0kg,5,,53,75,259,5,50,50,0,20,4,,45,88,800000,1,55,20,35,20,45,75,250,https://assets.pokemon.com/assets/cms2/img/pokedex/full/235.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
236,Tyrogue,Tyrogue,2,0.7m,21.0kg,13,,36,43,32,8,100,0,0,25,5,,75,42,1000000,1,35,35,35,35,35,35,210,https://assets.pokemon.com/assets/cms2/img/pokedex/full/236.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
237,Hitmontop,Hitmontop,2,1.4m,48.0kg,13,,17,75,43,6,100,0,0,25,9,,45,159,1000000,1,50,95,95,35,110,70,455,https://assets.pokemon.com/assets/cms2/img/pokedex/full/237.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
238,Smoochum,Smoochum,2,0.4m,6.0kg,10,14,40,124,120,9,0,100,0,25,5,,45,61,1000000,1,45,30,15,85,65,65,305,https://assets.pokemon.com/assets/cms2/img/pokedex/full/238.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
239,Elekid,Elekid,2,0.6m,23.5kg,8,,18,,32,7,75,25,0,25,5,,45,72,1000000,1,45,63,37,65,55,95,360,https://assets.pokemon.com/assets/cms2/img/pokedex/full/239.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
240,Magby,Magby,2,0.7m,21.4kg,2,,60,,32,2,75,25,0,25,5,,45,73,1000000,1,45,75,37,70,55,83,365,https://assets.pokemon.com/assets/cms2/img/pokedex/full/240.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
241,Miltank,Miltank,2,1.2m,75.5kg,5,,2,115,151,9,0,100,0,20,4,,45,172,1250000,1,95,80,105,40,70,100,490,https://assets.pokemon.com/assets/cms2/img/pokedex/full/241.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
242,Blissey,Blissey,2,1.5m,46.8kg,5,,55,73,128,9,0,100,0,40,6,,30,635,800000,1,255,10,10,75,135,55,540,https://assets.pokemon.com/assets/cms2/img/pokedex/full/242.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
243,Raikou,Raikou,2,1.9m,178.0kg,8,,65,,25,7,0,0,100,80,5,,3,290,1250000,2,90,85,75,115,100,115,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/243.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
244,Entei,Entei,2,2.1m,198.0kg,2,,65,,25,6,0,0,100,80,5,,3,290,1250000,2,115,115,85,90,75,100,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/244.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
245,Suicune,Suicune,2,2.0m,187.0kg,3,,65,,25,4,0,0,100,80,5,,3,290,1250000,2,100,75,115,90,115,85,580,https://assets.pokemon.com/assets/cms2/img/pokedex/full/245.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
246,Larvitar,Larvitar,2,0.6m,72.0kg,15,9,36,,20,1,50,50,0,40,1,,45,60,1250000,1,50,64,50,45,50,41,300,https://assets.pokemon.com/assets/cms2/img/pokedex/full/246.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
247,Pupitar,Pupitar,2,1.2m,152.0kg,15,9,9,,,10,50,50,0,40,1,,45,144,1250000,1,70,84,70,65,70,51,410,https://assets.pokemon.com/assets/cms2/img/pokedex/full/247.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
248,Tyranitar,Tyranitar,2,2.0m,202.0kg,15,6,81,,211,1,50,50,0,40,1,,45,300,1250000,1,100,134,110,95,100,61,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/248.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
248,Tyranitar,Mega Tyranitar,2,2.5m,255.0kg,15,6,81,,,1,50,50,0,40,1,,45,315,1250000,1,100,164,150,95,120,71,700,https://assets.pokemon.com/assets/cms2/img/pokedex/full/248.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
249,Lugia,Lugia,2,5.2m,216.0kg,14,18,65,,256,5,0,0,100,120,5,,3,340,1250000,3,106,90,130,90,154,110,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/249.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
250,Ho-Oh,Ho-Oh,2,3.8m,199.0kg,2,18,65,,145,2,0,0,100,120,5,,3,340,1250000,3,106,130,90,110,154,90,680,https://assets.pokemon.com/assets/cms2/img/pokedex/full/250.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
251,Celebi,Celebi,2,0.6m,5.0kg,14,1,55,,,1,0,0,100,120,5,,45,300,1059860,4,100,100,100,100,100,100,600,https://assets.pokemon.com/assets/cms2/img/pokedex/full/251.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
252,Treecko,Treecko,3,0.5m,5.0kg,1,,1,,221,1,87.5,12.5,0,20,1,15,45,62,1059860,1,40,45,35,65,55,70,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/252.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
253,Grovyle,Grovyle,3,0.9m,21.6kg,1,,1,,221,1,87.5,12.5,0,20,1,15,45,142,1059860,1,50,65,45,85,65,95,405,https://assets.pokemon.com/assets/cms2/img/pokedex/full/253.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
254,Sceptile,Sceptile,3,1.7m,52.2kg,1,,1,,221,1,87.5,12.5,0,20,1,15,45,265,1059860,1,70,85,65,105,85,120,530,https://assets.pokemon.com/assets/cms2/img/pokedex/full/254.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
254,Sceptile,Mega Sceptile,3,1.9m,55.2kg,1,17,54,,,1,87.5,12.5,0,20,1,15,45,284,1059860,1,70,110,75,145,85,145,630,https://assets.pokemon.com/assets/cms2/img/pokedex/full/254.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
255,Torchic,Torchic,3,0.4m,2.5kg,2,,3,,71,2,87.5,12.5,0,20,4,,45,62,1059860,1,45,60,40,70,50,45,310,https://assets.pokemon.com/assets/cms2/img/pokedex/full/255.png,2023-02-12 00:30:00+00,2023-02-12 00:30:00+00
